Researcher_Name,Project_Title,Company_name,Series_A,Series_A_Investment,Series_B,Series_B_Investment,Series_C,Series_C_Investment,Other_Funding_rounds,Clinical_Trials,Exits,Exit_Amount,Company_outcomes
"Macaulay, Calum E",A platform enabling personalized medicine through the detection of cells with specific genetic characterization,LED Dental,TRUE,58000000,FALSE,null,FALSE,null,0,2,TRUE,950000000,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2024, ""amount"": ""$58 million"", ""investors"": ""Left Lane Capital, Smash Capital, Craft Ventures, others""}], ""clinical_trials"": [{""year"": 2023, ""stage"": ""Randomized Controlled Trial"", ""condition"": ""Effectiveness of blue-light LED toothbrush on reducing dental plaque and gingival inflammation in orthodontic patients""}, {""year"": 2024, ""stage"": ""Randomized Clinical Trial"", ""condition"": ""Efficacy of Photobiomodulation in the Management of Pain and Inflammation after Dental Implants""}], ""exits"": [{""type"": ""IPO"", ""date"": ""May 2021"", ""amount"": ""$950 million gross proceeds"", ""valuation"": ""Largest healthcare IPO on Toronto Stock Exchange (Dentalcorp Holdings Ltd.)""}]}"
"Mahuran, Don J",Treating Parkinson's Disease with Drugs that Increase Lysosomal B-Glucocerebrosidase Activity,Zywie LLC,TRUE,1170000,FALSE,null,FALSE,null,0,3,TRUE,2642799999,"{""venture_funding"": [{""round"": ""Seed"", ""year"": 2015, ""amount"": ""$1.17M"", ""investors"": ""Not specified""}], ""clinical_trials"": [{""year"": 2019, ""stage"": ""Phase 2"", ""condition"": ""Parkinson's Disease Dementia""}, {""year"": 2020, ""stage"": ""Phase 1"", ""condition"": ""Type I Gaucher Disease""}, {""year"": 2020, ""stage"": ""Phase 1"", ""condition"": ""Chronic GM2 Gangliosidosis (Tay-Sachs or Sandhoff Variants)""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""2022-12-08"", ""amount"": ""INR 264.28 Crores (~$33 million)"", ""details"": ""Hindustan Unilever Limited acquired 51% shareholding of Zywie Ventures Pvt Ltd.""}]}"
"Malouin, Franeois",,"Ulysses Pharmaceuticals Products, Inc.",,,,,,,,,,,
"Martineau, Paul A",,AmorChem l.p.,,,,,,,,,,,
"Moreau, Alain",,Fourth Dimension Spine LLC,,,,,,,,,,,
"Moreau, Alain",Methods of Diagnosing Primary Osteoarthritis,Inception Therapeutic Inc.,TRUE,14,FALSE,null,FALSE,null,5,1,TRUE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2015, ""amount"": ""$14.1M"", ""investors"": ""Ventana, Versant Ventures, Inserm Transfert Initiative""}, {""round"": ""Unattributed VC"", ""year"": 2020, ""amount"": ""$5M"", ""investors"": ""Versant Ventures""}], ""clinical_trials"": [{""year"": 2023, ""stage"": ""Phase IIIb"", ""condition"": ""Elevated LDL-C post-acute coronary syndrome (VICTORION-INCEPTION trial)""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""March 2018"", ""amount"": ""Undisclosed"", ""details"": ""Roche acquired Inception 5 program focused on remyelination therapies for multiple sclerosis""}, {""type"": ""Acquisition"", ""date"": ""November 2018"", ""amount"": ""Undisclosed"", ""details"": ""Ophthotech acquired Inception 4, expanding retinal disease pipeline""}]}"
"Olson, David M",,"Livmor Therapeutics, Inc., ",,,,,,,,,,,
"Olson, David M",Integrated discovery studies and commercialization for a preterm birth diagnostic and a therapeutic,Maternica Therapeutics,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Paganelli, Massimiliano",Stem cell-derived Encapsulated Liver Tissue to treat liver failure without immunosuppression: technology maturation towards clinical translation,Morphocell Technologies Inc.,TRUE,40000000,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2024, ""amount"": ""US$40 million"", ""investors"": ""Led by Genson Capital, a Montreal-based investor specializing in life sciences and MedTech""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Preclinical, approaching first-in-human clinical trial"", ""condition"": ""Severe liver diseases including acute, chronic and acute-on-chronic liver failure""}], ""exits"": []}"
"Pelletier, Jerry M",,Biotech Antibiotics Inc.,,,,,,,,,,,
"Petkovich, Martin",Blocking RA Metabolism: A safer approach to retinoid therapy in skin disease,Cytochroma Inc.,FALSE,null,FALSE,null,TRUE,45000000,33000000,6,TRUE,290000000,"{""venture_funding"": [{""round"": ""Series C"", ""year"": 2008, ""amount"": ""CA$45 million"", ""investors"": ""Mitsubishi Tanabe Pharma Corporation, VentureLink LP, Caisse de D\u00e9p\u00f4t et Placement du Qu\u00e9bec, Novo A/S, Canadian Medical Discoveries Fund Inc., VenGrowth Advanced Life Sciences Fund Inc., T(2)C(2)/Bio 2000 Limited Partnership, GrowthWorks Canadian Fund Ltd., BDC Capital Inc.""}, {""round"": ""Private Equity Financing"", ""year"": 2005, ""amount"": ""$12 million"", ""investors"": ""Business Development Bank of Canada\u2019s Venture Capital Division, Novo A/S, GeneChem Technologies Venture Fund LP, Canadian Medical Discoveries Fund, Working Ventures Canadian Fund Inc.""}, {""round"": ""Financing Round"", ""year"": 2006, ""amount"": ""$21 million"", ""investors"": ""VenGrowth Advanced Life Sciences Fund, Novo A/S, GeneChem Technologies Venture Fund""}], ""clinical_trials"": [{""year"": 2012, ""stage"": ""Phase 3"", ""condition"": ""Secondary hyperparathyroidism (SHPT) and vitamin D insufficiency in chronic kidney disease (CKD) patients""}, {""year"": 2012, ""stage"": ""Phase 3"", ""condition"": ""Hyperphosphatemia in dialysis patients""}, {""year"": 2007, ""stage"": ""Phase 2b"", ""condition"": ""Secondary hyperparathyroidism (SHPT) and vitamin D insufficiency in pre-dialysis patients""}, {""year"": 2010, ""stage"": ""Phase II"", ""condition"": ""Chronic plaque psoriasis""}, {""year"": 2006, ""stage"": ""Phase I"", ""condition"": ""Vitamin D insufficiency and secondary hyperparathyroidism""}, {""year"": 2013, ""stage"": ""Phase I"", ""condition"": ""CTA018 Injection safety and tolerability""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""2013-01-08"", ""amount"": ""Up to $290 million (including $100 million upfront and $190 million in potential earnouts)"", ""details"": ""Acquired by OPKO Health, Inc. The acquisition included two lead products in Phase 3 clinical trials: Replidea\u2122 (CTAP101 Capsules) and Alpharen\u2122 (Fermagate Tablets).""}]}"
"Petrecca, Kevin",Identification of Novel Compounds Inhibiting Brain Cancer Invasion,ODS Medical,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Petrecca, Kevin",Identification of Novel Compounds Inhibiting Brain Cancer Invasion,Reveal Surgical,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [{""round"": ""Unattributed"", ""year"": 2020, ""amount"": ""Not specified"", ""investors"": ""Medteq""}], ""clinical_trials"": [], ""exits"": []}"
"Pinto, Mario",An Enzyme Inhibitor for Treating Type-2 Diabetes,Mimos Therapeutics,FALSE,null,FALSE,null,FALSE,null,400860,0,FALSE,null,"{""venture_funding"": [{""round"": ""Option/Warrant"", ""year"": 2021, ""amount"": ""$0.4M"", ""investors"": ""Evolution Media China""}, {""round"": ""Unattributed"", ""year"": null, ""amount"": ""$860K total over 2 rounds"", ""investors"": ""Evolution Media China""}], ""clinical_trials"": [], ""exits"": []}"
"Poirier, Donald",L'evaluation du potentiel therapeutique in vivo d'une nouvelle famille d'aminosteroides comme agents anticancereux selectifs,Neolyspharma,FALSE,null,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [{""year"": 2025, ""stage"": ""Not started yet"", ""condition"": ""Cancer (RM-581 molecule)""}], ""exits"": []}"
"Pratt, Christine M",A-CD estrogens as alternatives to Estrogen-based hormone replacement therapy,Pratt & Associates,FALSE,null,FALSE,null,FALSE,null,0,0,TRUE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": [{""type"": ""acquisition"", ""date"": ""2021-12-07"", ""amount"": ""undisclosed"", ""details"": ""NACPC acquired Pratt Industries Intermodal Chassis business.""}]}"
"Qadura, Mohammad",Artery Alert - Revolutionizing the Diagnosis of Peripheral Arterial Disease,Arterial Solutions,FALSE,null,FALSE,null,FALSE,null,16500000,2,TRUE,70000000,"{""venture_funding"": [{""round"": ""Series Unknown"", ""year"": 2010, ""amount"": ""$16.5M total"", ""investors"": ""Amundi Private Equity Funds and others""}], ""clinical_trials"": [{""year"": 2020, ""stage"": ""validation study"", ""condition"": ""Peripheral Arterial Disease (PAD) - blood test diagnostic""}, {""year"": 2025, ""stage"": ""initiated clinical trial"", ""condition"": ""Coronary Artery Disease - Intravascular Lithotripsy (IVL) device by Abbott (not Arterial Solutions but related cardiovascular device trial)""}], ""exits"": [{""type"": ""IPO"", ""date"": ""October 2021"", ""amount"": ""Raised approximately $70 million"", ""valuation"": null}]}"
"Rennie, Paul S",,Paradigm Biopharmaceuticals Ltd,,,,,,,,,,,
"Reynolds, Steven C",Phase 1 Trial of a novel transvenous phrenic nerve pacer for diaphragm activation in mechanically ventilated critically ill patients.,Lungpacer Medical,FALSE,null,TRUE,20000000,FALSE,null,16000000,4,TRUE,null,"{""venture_funding"": [{""round"": ""Series B"", ""year"": 2023, ""amount"": ""$20 million"", ""investors"": ""WJFS, 4CGE""}, {""round"": ""Venture Round (Series Unknown)"", ""year"": 2021, ""amount"": ""$16 million"", ""investors"": ""Undisclosed""}, {""round"": ""Venture Round (Series Unknown)"", ""year"": 2019, ""amount"": ""Undisclosed"", ""investors"": ""Undisclosed""}], ""clinical_trials"": [{""year"": 2022, ""stage"": ""Pivotal (RESCUE 3)"", ""condition"": ""Faster ventilator independence in mechanically ventilated patients""}, {""year"": 2020, ""stage"": ""Randomized Clinical Trial (RESCUE 2)"", ""condition"": ""Safety and effectiveness in patients difficult to wean from mechanical ventilation""}, {""year"": 2025, ""stage"": ""Phase 2 Feasibility (STARI)"", ""condition"": ""Acute hypoxemic respiratory failure (AHRF) and diaphragm neurostimulation""}, {""year"": 2015, ""stage"": ""Early Feasibility (PACER)"", ""condition"": ""Phrenic nerve pacing for enhanced respiration in mechanically ventilated patients""}], ""exits"": [{""type"": ""FDA Premarket Approval (PMA)"", ""date"": ""December 5, 2024"", ""amount"": ""Not disclosed (regulatory approval)""}]}"
"Riddell, Michael C",Pharmaceutical intervention to decrease the threat of hypoglycemia in insulin-treated diabetics,Zucara Therapeutics Inc.,TRUE,21000000,TRUE,20,FALSE,null,0,3,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2020, ""amount"": ""US$21 million"", ""investors"": ""Perceptive Xontogeny Venture Fund (PXV Fund)""}, {""round"": ""Series B"", ""year"": 2024, ""amount"": ""US$20-25 million"", ""investors"": ""Sanofi (strategic investment), Perceptive Xontogeny Venture Fund (PXV Fund I), T1D Fund, other investors""}], ""clinical_trials"": [{""year"": 2021, ""stage"": ""Phase 1"", ""condition"": ""Insulin-induced hypoglycemia in Type 1 Diabetes (T1D)""}, {""year"": 2022, ""stage"": ""Phase 1b proof-of-concept"", ""condition"": ""Insulin-induced hypoglycemia in T1D""}, {""year"": 2023, ""stage"": ""Phase 2a (ZONE trial)"", ""condition"": ""Nocturnal hypoglycemia in Type 1 diabetes (T1D)""}], ""exits"": []}"
"Sadar, Marianne D",Translational Development Program For Analogues of EPI-001 (PNG01-185) Compounds For the Treatment of Advanced Prostate Cancer,ESSA Pharma Inc,FALSE,null,FALSE,null,FALSE,null,85000000,4,TRUE,null,"{""venture_funding"": [{""round"": ""Public Offering"", ""year"": 2019, ""amount"": ""$36 million"", ""investors"": ""Pharmaceutical company venture capital backers including Pfizer""}, {""round"": ""Public Offering"", ""year"": 2024, ""amount"": ""$49 million"", ""investors"": ""Pharmaceutical company venture capital backers including Pfizer""}], ""clinical_trials"": [{""year"": 2020, ""stage"": ""Phase 1"", ""condition"": ""Castration-resistant prostate cancer (CRPC)""}, {""year"": 2021, ""stage"": ""Phase 1/2"", ""condition"": ""Metastatic castration-resistant prostate cancer (mCRPC) - combination of EPI-7386 with enzalutamide""}, {""year"": 2024, ""stage"": ""Phase 2 (terminated)"", ""condition"": ""Metastatic castration-resistant prostate cancer (mCRPC) - masofaniten combined with enzalutamide""}, {""year"": 2024, ""stage"": ""Terminated all clinical trials"", ""condition"": ""Prostate cancer (masofaniten monotherapy and combination studies)""}], ""exits"": [{""type"": ""IPO"", ""date"": ""2018-04-25"", ""amount"": ""Not specified, listed on TSX Venture Exchange and Nasdaq Capital Market""}, {""type"": ""Acquisition"", ""date"": ""2019-05-16"", ""amount"": ""All-stock transaction to acquire Realm Therapeutics""}]}"
"Sadar, Marianne D",Preclinical evaluation of sintokamides as agents for treatment of advanced prostate cancer,ESSA Pharma Inc.,FALSE,null,FALSE,null,FALSE,null,85000000,4,TRUE,null,"{""venture_funding"": [{""round"": ""Public Offering"", ""year"": 2019, ""amount"": ""$36 million"", ""investors"": ""Not specifically listed, included pharmaceutical company venture capital backers such as Pfizer""}, {""round"": ""Public Offering"", ""year"": 2024, ""amount"": ""$49 million"", ""investors"": ""Included Pfizer among investors""}], ""clinical_trials"": [{""year"": 2020, ""stage"": ""Phase 1"", ""condition"": ""Castration-resistant prostate cancer (CRPC)""}, {""year"": 2021, ""stage"": ""Phase 1/2"", ""condition"": ""Metastatic castration-resistant prostate cancer (mCRPC)""}, {""year"": 2024, ""stage"": ""Phase 2 (terminated)"", ""condition"": ""Metastatic castration-resistant prostate cancer (mCRPC) - masofaniten combined with enzalutamide""}, {""year"": 2024, ""stage"": ""Terminated all clinical trials"", ""condition"": ""Prostate cancer (masofaniten development program terminated)""}], ""exits"": [{""type"": ""IPO"", ""date"": ""April 25, 2018"", ""amount"": ""Not specified; listed on TSX Venture Exchange and Nasdaq Capital Market""}]}"
"Salcudean, Septimiu E",,Sonic Incytes,,,,,,,,,,,
"Santamaria, Pere",Evaluation of Nanoparticles for the Treatment of Autoimmune Conditions,Parvus Therapeutics,FALSE,null,FALSE,null,FALSE,null,800000000,3,FALSE,null,"{""venture_funding"": [{""round"": ""Undisclosed"", ""year"": 2017, ""amount"": ""Undisclosed upfront payment and equity investment"", ""investors"": ""Novartis""}, {""round"": ""Undisclosed"", ""year"": 2019, ""amount"": ""Undisclosed upfront payment and eligible milestone payments up to $800 million plus royalties"", ""investors"": ""Genentech (Roche Group)""}, {""round"": ""Undisclosed"", ""year"": 2024, ""amount"": ""Upfront payment, potential equity investment, milestone payments and royalties"", ""investors"": ""AbbVie""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Phase 1/2"", ""condition"": ""Primary Biliary Cholangitis (PBC)""}, {""year"": 2024, ""stage"": ""Phase 1/2"", ""condition"": ""Liver autoimmune diseases""}, {""year"": 2024, ""stage"": ""Preclinical"", ""condition"": ""Inflammatory Bowel Disease (IBD) - PVT401 development ongoing""}], ""exits"": []}"
"Saragovi, Horacio U",,AOA Dx Inc,,,,,,,,,,,
"Saragovi, Horacio U",,"Mimetogen Pharmaceuticals, Inc.",,,,,,,,,,,
"Saragovi, Horacio U",Cancer vaccines targeting the ganglioside tumor-marker GD2,Realist Pharma Inc.,FALSE,null,FALSE,null,FALSE,null,200,1,FALSE,null,"{""venture_funding"": [{""round"": ""Convertible Note"", ""year"": 2018, ""amount"": ""$200K"", ""investors"": ""JLabs, Credit Mutuel Equity, Emerillon Capital""}], ""clinical_trials"": [{""year"": 2020, ""stage"": ""Phase 1 and Phase 2"", ""condition"": ""Acute Respiratory Distress Syndrome (ARDS) including COVID-19 related ARDS""}], ""exits"": []}"
"Saragovi, Horacio U",Neuroprotection Rescue Strategies for Retinal Degeneration Diseases,Trk Therapeutics Inc,FALSE,null,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [{""year"": 2023, ""stage"": ""Phase 1"", ""condition"": ""Idiopathic Pulmonary Fibrosis (study of TRK-250, a novel siRNA-based oligonucleotide)""}], ""exits"": []}"
"Saragovi, Horacio U",Therapy for motor neuron degeneration diseases targeting the opposing ligand-dependent signals of two TrkC receptor isoforms,Trk Therapeutics Inc.,FALSE,null,FALSE,null,FALSE,null,[],1,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [{""year"": 2023, ""stage"": ""Phase I"", ""condition"": ""Idiopathic Pulmonary Fibrosis (TRK-250 siRNA-based oligonucleotide)""}], ""exits"": []}"
"Schimmer, Aaron D",,Stem Cell Therapeutics,,,,,,,,,,,
"Seidah, Nabil G",Validation of PCSK9 single domain antibodies in cholesterol regulation in humanized mice,Liphorus Pharmaceuticals,TRUE,6400000,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2014, ""amount"": ""$6.4 million"", ""investors"": ""Sanderling Ventures, Univalor""}], ""clinical_trials"": [], ""exits"": []}"
"Shapiro, James",Preclinical Development of Novel Biomaterials for the Creation of a Deviceless Pre-Vascularized Site for Islet and Cellular Transplantation,Sernova Corp.,FALSE,null,FALSE,null,FALSE,null,6200000,2,TRUE,null,"{""venture_funding"": [{""round"": ""Post-IPO Equity"", ""year"": 2018, ""amount"": ""$6.2M total over 2 rounds"", ""investors"": ""Gravitas Securities""}], ""clinical_trials"": [{""year"": 2018, ""stage"": ""Phase 1/2"", ""condition"": ""Type 1 Diabetes""}, {""year"": 2025, ""stage"": ""Phase 1/2 ongoing with multiple cohorts"", ""condition"": ""Type 1 Diabetes""}], ""exits"": [{""type"": ""IPO"", ""date"": ""Before 2018 (public by 2018)"", ""amount"": ""Not disclosed""}]}"
"Shapiro, James",Preclinical Development of Novel Biomaterials for the Creation of a Deviceless Pre-Vascularized Site for Islet and Cellular Transplantation,Varro,FALSE,null,FALSE,null,FALSE,null,530000000,1,FALSE,null,"{""venture_funding"": [{""round"": ""Non-dilutive funding"", ""year"": 2024, ""amount"": ""$20 million USDC"", ""investors"": ""Vitalik Buterin via Kanro fund""}, {""round"": ""Series E"", ""year"": 2021, ""amount"": ""$510 million"", ""investors"": ""Lone Pine Capital, Declaration Partners, Eldridge, Marshall Wace, Berkshire Partners / Stockbridge, BlackRock, Warburg Pincus, The Rise Fund, Gallatin Point Capital, HarbourVest Partners""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Approaching clinical trial launch"", ""condition"": ""Detection of COVID-19, Flu A, Flu B and other airborne pathogens""}], ""exits"": []}"
"Sheardown, Heather D",A novel eye drop platform to improve ocular therapies,20/20 OptimEyes Technologies,TRUE,428,FALSE,null,FALSE,null,null,null,FALSE,null,"{""venture_funding"": [{""round"": ""Grant"", ""year"": 2017, ""amount"": ""$30,000"", ""investors"": ""The Forge, EyeFocus Accelerator""}, {""round"": ""Seed"", ""year"": 2017, ""amount"": ""$428,000 (part of $1.27 million combined investment)"", ""investors"": ""McMaster Seed Fund""}], ""clinical_trials"": [{""year"": 2023, ""stage"": ""Pre-clinical"", ""condition"": ""Glaucoma""}, {""year"": 2023, ""stage"": ""Pre-clinical"", ""condition"": ""Dry Eye""}, {""year"": 2023, ""stage"": ""Pre-clinical"", ""condition"": ""Uveitis""}], ""exits"": []}"
"Sherar, Michael D",,Techsomed Ltd.,,,,,,,,,,,
"Shoichet, Molly S",Commercial Development of Bioengineered Therapeutic Strategy for Spinal Cord Injury,AmacaThera,TRUE,3600000,FALSE,null,FALSE,null,0,3,FALSE,null,"{""venture_funding"": [{""round"": ""Seed"", ""year"": 2019, ""amount"": ""$3.6M USD (approx. CAD$3.25M)"", ""investors"": ""Sprout BioVentures, Viva Biotech, Grey Sky Venture Partners, Lumira Ventures""}, {""round"": ""Series A"", ""year"": 2021, ""amount"": ""$10.3M CAD"", ""investors"": ""Lumira Ventures (lead), Viva BioInnovator, Sprout BioVentures, BDC Capital Women in Technology Venture Fund, Inveready, MBX Capital, CR Capital Management, StandUp Ventures, MaRS IAF""}, {""round"": ""Series A Extension"", ""year"": 2023, ""amount"": ""$4.0M CAD"", ""investors"": ""New lead investor Paul Austin, existing investors including BDC Capital Women in Technology Venture Fund, Inveready, Lumira Ventures, StandUp Ventures, MaRS IAF""}], ""clinical_trials"": [{""year"": 2020, ""stage"": ""Phase 1"", ""condition"": ""Post-surgical pain management with non-opioid anesthetic AMT-143""}, {""year"": 2023, ""stage"": ""Phase 1 first-in-human clinical trial"", ""condition"": ""Safety of AmacaGel platform with anesthetic for post-operative pain""}, {""year"": 2024, ""stage"": ""Phase 1 results announced"", ""condition"": ""AMT-143 non-opioid anesthetic for post-operative pain, demonstrating sustained release up to 14 days""}], ""exits"": []}"
"Sibille, Etienne",Novel therapeutic targeting for cognitive deficits in depression and aging,Alpha Cog,FALSE,null,FALSE,null,FALSE,null,0,2,FALSE,null,"{""venture_funding"": [{""round"": ""Not explicitly detailed"", ""year"": null, ""amount"": null, ""investors"": null}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Randomized Controlled Trial"", ""condition"": ""Cognitive enhancement in healthy adults (Alpha BRAIN\u00ae)""}, {""year"": 2023, ""stage"": ""Pragmatic Cluster-Randomized Trial"", ""condition"": ""Cognitive impairment related to dementia detection (5-Cog brief cognitive assessment)""}], ""exits"": []}"
"Sibille, Etienne",Novel therapeutic targeting for cognitive deficits in depression and aging,Damona Pharmaceuticals,TRUE,5500000,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Seed"", ""year"": 2022, ""amount"": ""$5.5 million"", ""investors"": ""Angelini Lumira Biosciences Fund, Noetic Fund, Toronto Innovation Acceleration Partners (TIAP), several family offices, Lumira Ventures, Ontario Brain Institute""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Phase 1 (planned/initiated)"", ""condition"": ""Cognitive deficits associated with brain disorders including depression, Alzheimer's disease, and diseases of aging""}], ""exits"": []}"
"Sidhu, Sachdev S",Highly specific therapeutic-grade anti-FGFR1 antibodies with anti-proliferative effects,Aarvik Therapeutics,TRUE,8300000,FALSE,null,FALSE,null,0,1,TRUE,null,"{""venture_funding"": [{""round"": ""Seed"", ""year"": 2021, ""amount"": ""$8.3M"", ""investors"": ""Employees, advisors, family and friends, including key industry thought leaders""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Pre-IND/IND enabling studies expected late 2024 or early 2025"", ""condition"": ""Solid tumors (novel multi-target multivalent ADC candidate, ARR-002 program)""}], ""exits"": [{""type"": ""None"", ""date"": """", ""amount"": """"}]}"
"Sidhu, Sachdev S",,Antlera Therapeutics,,,,,,,,,,,
"Sidhu, Sachdev S",Highly specific therapeutic-grade anti-FGFR1 antibodies with anti-proliferative effects,Pionyr Immunotherapeutics,TRUE,8000000,TRUE,62000000,TRUE,275000000,null,null,TRUE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2017, ""amount"": ""$8 million"", ""investors"": ""SV Health Investors""}, {""round"": ""Series B"", ""year"": 2017, ""amount"": ""$62 million"", ""investors"": ""New Enterprise Associates (lead), Sofinnova Ventures, Vida Ventures, OrbiMed, SV Health Investors, Osage University Partners, Mission Bay Ventures""}, {""round"": ""Series C"", ""year"": 2020, ""amount"": ""$275 million"", ""investors"": ""Osage University Partners, Gilead, JLABS, Vida Ventures""}], ""clinical_trials"": [{""year"": 2020, ""stage"": ""Phase 1a/b"", ""condition"": ""Solid tumors (including breast, ovarian, colorectal, lung, and renal cancers) for antibodies PY314 and PY159""}, {""year"": 2023, ""stage"": ""Phase Ib expansion"", ""condition"": ""Solid tumors for PY314""}, {""year"": 2020, ""stage"": ""IND-enabling studies completed"", ""condition"": ""PY265 (anti-MARCO) program, IND-ready""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""August 7, 2023"", ""amount"": ""Undisclosed (all-stock transaction)"", ""valuation"": null, ""details"": ""Acquired by Ikena Oncology in an all-stock transaction; Pionyr shareholders received Ikena common stock and non-voting convertible preferred stock, owning about 12% of Ikena post-transaction.""}]}"
"Sinton, David A",,"CERT Systems Inc, , ",,,,,,,,,,,
"Sinton, David A",High Quality Sperm Selection for Assisted Reproductive Technology,Interface Fluidics Ltd,TRUE,4500000,TRUE,6700000,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2019, ""amount"": ""$4.5M USD"", ""investors"": ""Equinor Technology Ventures, Techstars""}, {""round"": ""Series B"", ""year"": 2021, ""amount"": ""$6.7M CAD (approx. $5.4M USD)"", ""investors"": ""Equinor Ventures, Phaze Ventures, Techstars""}], ""clinical_trials"": [], ""exits"": []}"
"Sinton, David A",,Quiet Owl Marketing,,,,,,,,,,,
"Snutch, Terrance P",Identification of SLC26A11 blockers to prevent neuronal swelling and cell death,Neuromed Pharmaceuticals Inc.,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Stagljar, Igor","Development of the Mammalian Membrane Two-Hybrid (MaMTH) technology, a novel protein interaction and drug discovery tool",Dualsystems Biotech Inc.,FALSE,null,FALSE,null,TRUE,0,0,0,FALSE,null,"{""venture_funding"": [{""round"": ""Initial financing rounds"", ""year"": 2000, ""amount"": ""Not specified"", ""investors"": ""Private individuals and institutional investors""}, {""round"": ""Financing round"", ""year"": 2007, ""amount"": ""Not specified"", ""investors"": ""Private individuals and institutional investors""}, {""round"": ""Series C financing round"", ""year"": 2023, ""amount"": ""Not specified"", ""investors"": ""Existing and new investors""}], ""clinical_trials"": [], ""exits"": []}"
"Stagljar, Igor","Development of the Mammalian Membrane Two-Hybrid (MaMTH) technology, a novel protein interaction and drug discovery tool",Perturba Therapeutics,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [{""round"": ""Initial funding"", ""year"": 2021, ""amount"": ""Not disclosed"", ""investors"": ""Cyclica (initial funding), seeking external strategic partners""}], ""clinical_trials"": [], ""exits"": []}"
"Stagljar, Igor","Development of the Mammalian Membrane Two-Hybrid (MaMTH) technology, a novel protein interaction and drug discovery tool",ProteinNetwork Therapeutix,TRUE,0,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2020, ""amount"": ""undisclosed"", ""investors"": ""Osage University Partners, Hatteras Venture Partners, Delin Ventures, Launch Bio, Alexandria Venture Investments""}], ""clinical_trials"": [{""year"": 2025, ""stage"": ""early-stage development"", ""condition"": ""sickle cell disease and other chronic conditions""}], ""exits"": []}"
"Stojdl, David F",,Turnstone Biologics,,,,,,,,,,,
"Sutherland, Garnette R",The SmartForceps System: An intelligent and innovative tool technology for recording surgical performance and skill,OrbSurgical Ltd.,FALSE,null,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Not specifically disclosed for OrbSurgical Ltd."", ""year"": null, ""amount"": null, ""investors"": ""No direct information found about venture funding rounds for OrbSurgical Ltd. However, OrbiMed is a major healthcare investor globally but no direct link to OrbSurgical Ltd. funding was found.""}], ""clinical_trials"": [{""year"": 2023, ""stage"": ""Technology trials approved by Health Canada, ongoing multi-centre trial"", ""condition"": ""Neurosurgical applications using SmartForceps System""}], ""exits"": []}"
