Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title, CIHR_Contribution , CIHR_Equipment , External_Funding ,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,title_keywords,companies,companies_count
"Quach-Thanh, Caroline; Boivin, Guy; Longtin, Yves","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,REinfection in COVid-19 Estimation of Risk (RECOVER)," $2,112,471 ", $-   , $-   ,,1 yr 0 mth ,Population and Public Health,EPIDEMIOLOGY; VIRAL; POPULATION HEALTH,6/1/2020,2021-05-31,0,"COVID-19, Reinfection, Risk",,
"Quail, Daniela",McGill University,Quebec,Project Grant,201803PJT,Cancer Biology & Therapeutics,Impact of obesity-associated inflammation on breast cancer progression," $944,776 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",10/1/2018,2023-09-30,0,"obesity, inflammation, breast cancer",,
"Quail, Daniela",McGill University,Quebec,Project Grant,202104PJT,Cancer Biology & Therapeutics,Targeting obesity-associated monocytosis in colorectal cancer liver metastasis," $948,600 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Tumor immune microenvironment,10/1/2021,2026-09-30,0,"obesity, monocytosis, colorectal cancer",,
"Quenneville, Cheryl",McMaster University,Ontario,Project Grant,202109PJT,Medical Physics & Imaging,Investigation of the factors contributing to fracture risk in clinical populations using novel image processing techniques of standard DXA images from longitudinal datasets.," $459,000 ", $-   , $-   ,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomedical Imaging; Musculoskeletal Health-Bone, Skin and Cartilage Sciences; Aging-Aging Process and Biological Determinants of Aging",4/1/2022,2026-03-31,0,"fracture risk, image processing, DXA",,
"Rafei, Moutih",Universit� de Montr�al,Quebec,Project Grant,202403PJT,Cancer Biology & Therapeutics,Tuning-up thymopoiesis by targeting interleukin-21 to the bone marrow," $1,139,850 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,10/1/2024,2029-09-30,0,"thymopoiesis, interleukin-21, bone marrow",,
"Raha, Sandeep; Ewart, Thomas; Selvaganapathy, Ponnambalam R",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Placenta on a chip: A humanized platform for testing of pharmaceuticals and environmental chemicals," $281,306 "," $12,500 ", $-   ,,3 yrs 0 mth ,"Human Development, Child and Youth Health",ENVIRONMENTAL INFLUENCES ON HEALTH; PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY,4/1/2018,2021-03-31,0,"placenta, chip, pharmaceuticals",,
"Rahim, Mir Munir Ahmed",University of Windsor (Ontario),Ontario,Project Grant - PA: Breast Cancer Research,202309PLL,Cancer Biology & Therapeutics,Regulation of natural killer cell-mediated immune response in breast cancer," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,"Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Cancer-Cancer Drug Development and Therapeutics",3/1/2024,2025-02-28,0,"natural killer, immune response, breast cancer",,
"Rahmim, Arman",University of British Columbia,British Columbia,Project Grant,201809PJT,Medical Physics & Imaging,Quantitative PSMA Targeted Imaging of Prostate Cancer Patients," $631,124 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Cancer-Cancer Progression and Metastasis,4/1/2019,2023-03-31,0,"PSMA, Imaging, Prostate Cancer",,
"Rahmim, Arman",University of British Columbia,British Columbia,Project Grant,202003PJT,Medical Physics & Imaging,Improved Assessment of Disease in Lymphoma Patients using Quantitative PET Imaging," $898,876 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Cancer-Cancer Progression and Metastasis; Artificial Intelligence-Machine Learning,10/1/2020,2025-09-30,0,"Lymphoma, PET imaging, Quantitative",,
"Rak, Janusz",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,200909MOP,Cancer Progression & Therapeutics,Tissue factor in tumour progression and angiogenesis," $744,120 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BRAIN TUMORS THERAPY; CANCER; CELL BIOLOGY,4/1/2010,2015-03-31,0,"Tissue factor, tumour progression, angiogenesis",,
"Rak, Janusz",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,201309MOP,Cancer Progression & Therapeutics 2,Coagulation system effectors as regulators of tumour dormancy and therapeutic targets," $710,040 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; BRAIN TUMORS THERAPY; CANCER; BLOOD,4/1/2014,2015-06-30,0,"coagulation, tumour, dormancy",,
"Rak, Janusz",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202203PJT,Cancer Progression & Therapeutics,Targeting exosomal mediators of vascular pathology in glioblastoma," $956,250 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2022,2027-09-30,0,"exosomal, vascular, glioblastoma",,
"Rakovitch, Eileen","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,202003PJT,Cancer Biology & Therapeutics 2,Prospective Evaluation of Breast-Conserving Surgery Alone in Low Risk Ductal Carcinoma in Situ Defined by a Molecular Expression Assay Combined with Clinico-Pathological Features," $1,235,476 ", $-   , $-   ,,6 yrs 0 mth ,Cancer Research,Cancer-Clinical Oncology,10/1/2020,2026-09-30,0,"Breast-Conserving Surgery, Ductal Carcinoma, Molecular Expression",,
"Rakovitch, Eileen; Hallett, Michael T","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,201709PJT,Cancer Biology & Therapeutics 2,DCIS-Precise: A Genomics-Driven Model for Predicting DCIS Response to Radiation," $910,352 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,Cancer-Clinical Oncology,4/1/2018,2022-03-31,0,"DCIS, Genomics, Radiation",,
"Rakovitch, Eileen; Hallett, Michael T","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,202209PJT,Cancer Biology & Therapeutics,Validation of a novel biomarker classifier that predicts radiation response following breast-conserving surgery for ductal carcinoma in situ (DCIS)," $1,981,352 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,4/1/2023,2027-03-31,0,"biomarker, classifier, radiation",,
"Ramaswamy, Vijay",Hospital for Sick Children (Toronto),Ontario,Project Grant,201803PJT,Cancer Progression & Therapeutics 2,Molecular and Functional Characterization of Childhood Ependymoma," $914,176 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer; Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis,10/1/2018,2023-09-30,0,"Molecular, Functional, Ependymoma",,
"Ramaswamy, Vijay; Charron, Frederic",Hospital for Sick Children (Toronto),Ontario,Project Grant,202209PJT,Cancer Progression & Therapeutics 2,Exploiting therapeutic vulnerabilities to identify new treatments for high-risk SHH medulloblastoma," $1,285,200 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer,4/1/2023,2028-03-31,0,"therapeutic vulnerabilities, SHH medulloblastoma",,
"Ramotar, Dindial",CIUSSS Est-de-l'Ile-de- Montr�al-Maisonneuve Rosemont,Quebec,Operating Grant,200809MOP,Cancer Biology & Therapeutics,The role of human glyceraldehyde-3-phosphate dehydrogenase in reactivating oxidized forms of the DNA repair enzyme APE1," $355,206 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CARCINOGENS (INCL ENVIRONMENTAL); CANCER; DRUG RESEARCH,4/1/2009,2012-03-31,0,"glyceraldehyde-3-phosphate dehydrogenase, DNA repair, APE1",,
"Ramotar, Dindial",CIUSSS Est-de-l'Ile-de- Montr�al-Maisonneuve Rosemont,Quebec,Operating Grant,201109MOP,Cancer Biology & Therapeutics,The role of human glyceraldehyde-3-phosphate dehydrogenase in maintaining the redox state of the DNA repair enzyme APE1," $622,134 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CARCINOGENS (INCL ENVIRONMENTAL); CELL BIOLOGY; BIOCHEMISTRY,4/1/2012,2017-03-31,0,"glyceraldehyde-3-phosphate dehydrogenase, DNA repair, APE1",,
"Rancourt, Derrick E",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Derivation and Culture of Naeve Pluripotent Stem Cells in Stirred Suspension Bioreactors," $351,690 ", $-   , $-   ,,3 yrs 0 mth ,Genetics,MULTIDISCIPLINARY; MULTIPLE DISEASE RELEVANCE; CELL BIOLOGY; MOLECULAR BIOLOGY,4/1/2016,2019-03-31,0,"Naive, pluripotent, bioreactors",,
"Rauscher, Alexander",University of British Columbia,British Columbia,Project Grant,201903PJT,Medical Physics & Imaging,Imaging markers for tissue damage and disease progression in MS," $707,626 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Biomedical Engineering-Biomedical Imaging; Neurosciences-Neurological disorders; Immunology and Infection-Immunology and Autoimmune Diseases (including rheumatology),10/1/2019,2024-09-30,0,"imaging, markers, tissue damage",,
"Rauscher, Alexander",University of British Columbia,British Columbia,Project Grant,202203PJT,Medical Physics & Imaging,Quantitative Susceptibility Mapping from Clinical Phase Data," $275,400 ", $-   , $-   ,,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Artificial Intelligence-Machine Learning; Biomedical Engineering-Biomedical Imaging; Methods Development and Modelling-Quantitative Methods Development for Health Research,10/1/2022,2025-09-30,0,"Susceptibility, Mapping, Clinical",,
"Raynal, No�l J; Haddad, Elie","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Project Grant,202309PJT,Cancer Biology & Therapeutics,Epigenetic priming of neuroblastoma to Natural Killer cell-based immunotherapy," $810,900 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer; Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis,4/1/2024,2029-03-31,0,"Epigenetic, neuroblastoma, immunotherapy",,
"Raynal, No�l J; Haddad, Elie","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Project Grant - Priority Announcement: Pediatric Cancer Research,202209PDI,Cancer Biology & Therapeutics,Epigenetic priming of neuroblastoma to NK cell-based immunotherapy," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,"Youth Health-Prevention, Treatment and Support; Cancer-Cancer Progression and Metastasis; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",3/1/2023,2024-02-29,0,"Epigenetic, neuroblastoma, immunotherapy",,
"Raynal, No�l J; Richard, St�phane; Sinnett, Daniel","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Project Grant - PA: Epigenetics/epigenomics in human health or disease,202003PJG,Cancer Biology & Therapeutics 2,4D spheroids identify type I protein arginine methyltransferases as a target in NSCLC," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Action, Toxicology and Metabolism",10/1/2020,2021-09-30,0,"4D, spheroids, NSCLC",,
"Razak, Fahad; Greenberg, Anna; Chan, Timothy; Chignell, Mark H; Fidler, Sanja; Ghassemi, Marzyeh; Sheehan, Kathleen; Siddiqi, Arjumand; Verma, Amol",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Using artificial intelligence to identify and predict delirium among hospitalized medical patients," $426,104 "," $17,500 ", $-   ,,3 yrs 0 mth ,Health Services and Policy Research,MENTAL AND BEHAVIOURAL DISEASES; GERIATRICS; HEALTH SERVICES RESEARCH,4/1/2019,2022-03-31,0,"artificial intelligence, delirium, hospitalized patients",,
"Reedijk, Michael",University Health Network (Toronto),Ontario,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Identification of molecular pathways associated with Notch activation in triple-negative breast cancer," $346,950 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; MOLECULAR BIOLOGY,4/1/2010,2013-03-31,0,"Notch, molecular pathways, breast cancer",,
"Reedijk, Michael",University Health Network (Toronto),Ontario,Project Grant,201709PJT,Cancer Biology & Therapeutics,Priming Notch-activated basal like breast cancer for immune checkpoint blockade," $918,000 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Cell Signaling; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",4/1/2018,2023-03-31,0,"Notch, breast cancer, immune checkpoint",,
"Reid, Gregor",University of British Columbia,British Columbia,Operating Grant,201209MOP,Cancer Biology & Therapeutics,Identifying Determinants of Acute Lymphoblastic Leukemia Progression," $582,966 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,LEUKAEMIAS; NONE OF THE ABOVE; CANCER; IMMUNOLOGY-TRANSPLANTATION,4/1/2013,2018-03-31,0,"Acute Lymphoblastic Leukemia, Progression, Determinants",,
"Reid, Gregor",University of British Columbia,British Columbia,Project Grant,201709PJT,Cancer Biology & Therapeutics 2,Identifying infection-induced determinants of paediatric acute lymphoblastic leukaemia progression," $688,500 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Health Determinants-Etiology of Disease and Conditions",4/1/2018,2023-03-31,0,"infection, lymphoblastic leukaemia, paediatric",,
"Reid, Gregor",University of British Columbia,British Columbia,Project Grant,202403PJT,Cancer Biology & Therapeutics,Harnessing infection-associated modifiers of paediatric acute lymphoblastic leukaemia progression for therapeutic benefit," $918,000 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Pediatric Cancer; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Health Determinants-Etiology of Disease and Conditions",3/1/2024,2025-02-28,0,"infection, lymphoblastic leukaemia, paediatric",,
"Reid, Gregor",University of British Columbia,British Columbia,Project Grant - Priority Announcement: Early Detection/Cancer Prevention,202309DCP,Cancer Biology & Therapeutics 2,Harnessing infection-associated modifiers of paediatric acute lymphoblastic leukaemia progression for therapeutic benefit," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,"Cancer-Pediatric Cancer; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Health Determinants-Etiology of Disease and Conditions",3/1/2024,2025-02-28,0,"infection, lymphoblastic leukaemia, paediatric",,
"Reid, Robert D",Ottawa Heart Institute Research Corporation (Ontario),Ontario,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,E-health intervention for cardiac rehabilitation: Pilot implementation and feasibility assessment," $199,091 ", $-   , $-   ,,2 yrs 0 mth ,Circulatory and Respiratory Health,HEALTH SERVICES RESEARCH; CARDIOLOGY; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,9/1/2017,2019-08-31,0,"e-health, cardiac, rehabilitation",,
"Reilly, Raymond M",University of Toronto,Ontario,Operating Grant,201009MOP,Cancer Biology & Therapeutics,CD123-Targeted Auger Electron Radioimmunotherapy of Acute Myelogenous Leukemia (AML)," $372,204 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CANCER; DRUG RESEARCH,4/1/2011,2014-03-31,0,"CD123, Auger electron, leukemia",,
"Reilly, Raymond M",University of Toronto,Ontario,Project Grant,201709PJT,Cancer Progression & Therapeutics,Auger Electron Radioimmunotherapy for Treatment and Prevention of Metastases from Triple-Negative Breast Cancer," $684,675 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",4/1/2018,2023-03-31,0,"Auger Electron, Radioimmunotherapy, Metastases",,
"Reilly, Raymond M",University of Toronto,Ontario,Project Grant,202104PJT,Cancer Progression & Therapeutics,Alpha-Particle Radioimmunotherapy of Brain Metastases from HER2-Positive Breast Cancer," $581,400 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,"Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",10/1/2021,2025-09-30,0,"Alpha-particle, Radioimmunotherapy, Brain metastases",,
"Reinhold, Caroline",Research Institute of the McGill University Health Centre,Quebec,Catalyst Grant: NWHRI: Innovation Fund - Biomedical Discovery Grants,202307NWI,NWHRI: Innovation Fund - Biomedical Discovery Grants,Magnetic Resonance Imaging (MRI) and Artificial Intelligence (AI) can improve preoperative malignancy risk prediction of ovarian masses.," $150,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,NEOPLASMS; NONE OF THE ABOVE; IMAGING; CANCER,2/1/2024,2025-01-31,0,"Magnetic Resonance Imaging, Artificial Intelligence, Ovarian masses",,
"Reisner, Walter W; Ao, Asangla; Leslie, Sabrina R; Sladek, Robert G",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Nanoconfinement Based Single-Cell Cytogenetic Platform for Pre-/Post-Implantation Genetic Diagnosis," $219,185 ", $-   , $-   ,,3 yrs 0 mth ,Genetics,"PREGNANCY/BIRTH; MULTIDISCIPLINARY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; REPRODUCTION/PREGNANCY",4/1/2013,2016-03-31,0,"Nanoconfinement, Single-Cell, Cytogenetics",,
"Ren, Carolyn L",University of Waterloo (Ontario),Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,Development of a Microwave Enabled Bio-Nano-Microfluidic Device for Point-of-Care Diagnosis of COVID-19," $264,908 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; VIROLOGY,6/1/2020,2021-05-31,0,"Microwave, Bio-Nano-Microfluidic, Diagnosis",,
"Rennie, Paul S",University of British Columbia,British Columbia,Operating Grant,201209MOP,Cancer Progression & Therapeutics,A virus-based strategy for measurement of circulating tumour cells," $352,260 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; VIRAL; CANCER,4/1/2013,2016-03-31,0,"virus, circulating tumour cells, measurement",,
"Reznik, Alla","Lakehead University (Thunder Bay, Ontario)",Ontario,Project Grant,202203PJT,Medical Physics & Imaging,Prostate-targeted PET/TRUS dual-modality imaging system for diagnosis and image-guided biopsy.," $738,226 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Molecular Imaging,10/1/2022,2027-09-30,0,"Prostate, PET, TRUS",,
"Richard, St�phane",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Operating Grant,200809MOP,Cancer Biology & Therapeutics,Arginine methylase PRMT1 and PRMT6 in cancer and genomic instability.," $877,100 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; LEUKAEMIAS; CANCER; MOLECULAR BIOLOGY,4/1/2009,2014-03-31,0,"Arginine methylase, PRMT1, PRMT6",,
"Richard, St�phane",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Operating Grant,201109MOP,Cancer Biology & Therapeutics,The role of post-translational modifications of MRE11 in mediating the DNA damage response.," $873,345 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER; AGING,4/1/2012,2017-03-31,0,"post-translational modifications, MRE11, DNA damage response",,
"Richard, St�phane",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Operating Grant,201309MOP,Cancer Biology & Therapeutics,Defining the role of protein arginine methyltransferases (PRMTs) and RGG/RG motifs in cancer and in the maintenance of genomic stability.," $967,960 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; LEUKAEMIAS; CANCER; MOLECULAR BIOLOGY,4/1/2014,2017-06-30,0,"protein arginine methyltransferases, RGG/RG motifs, genomic stability",,
"Richards, Carl D",McMaster University,Ontario,Operating Grant,201403MOP,Cancer Progression & Therapeutics,Regulation of stromal cell support of cancer in lungs," $334,403 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LUNG CANCER THERAPY; CANCER THERAPY GENERAL; CANCER; RESPIRATION,7/1/2014,2017-06-30,0,"stromal cells, cancer, lungs",,
"Richardson, Christopher D",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Vaccines,202005VR1,COVID-19 Rapid Research - Vaccines,Expression and Purification of COVID19 Virus Spike (S) Protein for Diagnostics and Vaccines," $138,097 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,VIRAL; INFECTIOUS AND PARASITIC; VIROLOGY; MOLECULAR BIOLOGY,6/1/2020,2021-05-31,0,"COVID19, Spike Protein, Diagnostics",,
"Rink, Alexandra; Haibe-Kains, Benjamin",University Health Network (Toronto),Ontario,Project Grant,202209PJT,Medical Physics & Imaging,AI Assisted Organ and Target Segmentation for Cervix Brachytherapy Treatment Planning," $837,675 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Clinical Oncology; Biomedical Engineering-Biomedical Imaging; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",4/1/2023,2028-03-31,0,"AI, Organ Segmentation, Brachytherapy",,
"Rink, Alexandra; Mermut, Ozzy",University Health Network (Toronto),Ontario,Project Grant,201809PJT,Medical Physics & Imaging,A universal self-calibrating in vivo real-time optical radiation dosimeter for quality assurance and quality control of radiotherapy treatment.," $317,476 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",4/1/2019,2023-03-31,0,"self-calibrating, optical radiation, dosimeter",,
"Rivest, Serge",Universit� Laval,Quebec,Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,201103IRO,Industry Partnered Collaborative Research,Novel immunotherapies for treating Alzheimer's disease," $571,200 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",ALZHEIMER'S DISEASE; AGING; NERVOUS SYSTEM; IMMUNOLOGY-TRANSPLANTATION,10/1/2011,2016-09-30,0,"immunotherapies, Alzheimer's",,
"Rocheleau, Jonathan V",University Health Network (Toronto),Ontario,"Catalyst Grant: Invention and High-Risk, High-Benefit Research",200902NHG,"Inventions, Technologies, or High Risk Grants",Design of novel microfluidic devices to stimulate growth and maintenance of ex vivo pancreatic islet endothelial cells.," $90,400 ", $-   , $-   ,,1 yr 0 mth ,Genetics,DIABETES MELLITUS; METABOLISM AND NUTRITION; METABOLISM/DIABETES; BIOPHYSICS,2/1/2009,2010-01-31,0,"microfluidic, pancreatic islet, endothelial cells",,
"Rodier, Francis",Centre hospitalier de l'Universit� de Montr�al (CHUM),Quebec,Project Grant,202003PJT,Cancer Biology & Therapeutics 2,Probing molecular mechanisms of epithelial ovarian cancer therapy-induced senescence to find biomarkers and drug targets," $1,021,276 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Molecular, Cellular and Systems Biology-Cell Signaling; Cancer-Cancer Drug Development and Therapeutics",10/1/2020,2025-09-30,0,"molecular, ovarian cancer, biomarkers",,
"Roger, Michel",Centre hospitalier de l'Universit� de Montr�al (CHUM),Quebec,Catalyst Grant: Innovation in HIV Vaccine and HIV Cure Research,201211CHR,HIV Vaccine and Cure Research,Modulation of BLyS levels to restore immune efficiency and reduce HIV targets.," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; IMMUNOLOGY-TRANSPLANTATION; VIROLOGY,3/1/2013,2014-02-28,0,"BLyS, immune, HIV",,
"Rohling, Robert N; Pugash, Denise",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Quantitative ultrasound for detecting abnormalities of the placenta," $240,861 ", $-   , $-   ,,3 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; IMAGING; REPRODUCTION/PREGNANCY,4/1/2016,2019-03-31,0,"ultrasound, placenta, abnormalities",,
"Ronald, John A",Western University (Ontario),Ontario,Project Grant,202104PJT,Medical Physics & Imaging,Development of Molecular Imaging Tools to Monitor the Fate of an Off-The-Shelf Chimeric Antigen Receptor Natural Killer (CAR-NK) Cell Immunotherapy," $799,426 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biomedical Imaging; Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Molecular Biology",10/1/2021,2026-09-30,0,"Molecular Imaging, Chimeric Antigen Receptor, Natural Killer",,
"Ronald, John A",Western University (Ontario),Ontario,Project Grant - PA: Cancer Research - Breast Cancer,202010PWW,Medical Physics & Imaging,Development of Molecular Imaging Tools to Monitor the Fate of an Off-The-Shelf Chimeric Antigen Receptor Natural Killer (CAR-NK) Cell Immunotherapy for Breast Cancer," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,"Biomedical Engineering-Biomedical Imaging; Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Molecular Biology",3/1/2021,2022-02-28,0,"Molecular Imaging, Chimeric Antigen Receptor, Natural Killer",,
"Rose, April A",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Evaluating mutant NRAS as a molecular mediator of immunotherapy resistance in melanoma," $860,625 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2022,2027-03-31,0,"NRAS, immunotherapy, melanoma",,
"Rosen, Kirill V",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,201709PJT,Cancer Biology & Therapeutics 2,Molecular hallmarks of breast cancer sensitivity to ErbB2-targeted therapies," $684,675 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Molecular, Cellular and Systems Biology-Cell Signaling",4/1/2018,2023-03-31,0,"molecular, breast cancer, ErbB2",,
"Rost, Hannes L",University of Toronto,Ontario,Project Grant,202303PJT,Cancer Biology & Therapeutics,Targeting the metabolomic mechanisms underlying poor prognosis in Glioblastoma multiforme cancer stem cells.," $990,676 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Molecular, Cellular and Systems Biology-Systems Biology",10/1/2023,2028-09-30,0,"metabolomic, Glioblastoma, cancer stem cells",,
