Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Connolly, John F; Timm, Lydia; Blain-Moraes, Stefanie; Fox-Robichaud, Alison E; Reilly, James J; Sonnadara, Ranil",McMaster University,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Point of Care System for Automated Coma Prognosis,"$273,862",$0,3 yrs 0 mth 
"Côté, Daniel; De Koninck, Yves",Université Laval,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Sensing and modulating neuronal activity from the spinal epidural space with optical fibers,"$357,982",$0,3 yrs 0 mth 
"Côté, Daniel",Université Laval,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Optical guidance during neurosurgery for deep brain stimulation electrode implantation in the treatment of Parkinson's disease,"$336,750",$0,3 yrs 0 mth 
"Côté, Daniel; Munro, Chad R; Parent, Martin",Université Laval,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Real-time multimodal tools for high resolution image-guided surgery and better treatment of Parkinson's disease,"$318,630",$0,3 yrs 0 mth 
"Cramb, David T",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Rapid in vitro screening of nanomaterial distributions and toxicity,"$291,545",$0,3 yrs 0 mth 
"Cusack, Rhodri",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Assessing neonatal brain fuction with fMRI,"$272,569",$0,3 yrs 0 mth 
"De Koninck, Yves; Lévesque, Martin; Piche, Michel",Université Laval,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,"Large-scale, high-resolution light-sheet microscope for whole brain connectomics","$326,994",$0,3 yrs 0 mth 
"Delaney, Kerry R",University of Victoria (British Columbia),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Implantable telemetric devices for electrophysiological and behavioural research using rodent disease models,"$226,500",$0,3 yrs 0 mth 
"Dellaire, Graham P",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Using the zebrafish as a pre-clinical animal tumour model for drug discovery and the evaluation of anti-leukemia agents,"$400,001",$0,3 yrs 0 mth 
"DeMatteo, Carol A; Hucal, Morris G; Noseworthy, Michael D",McMaster University,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Concussion Management Platform for Children and Youth: Bridging the Gap Between Research and Practice,"$494,289",$0,3 yrs 0 mth 
"Després, Philippe",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an automated blood counter for quantitative molecular imaging applications,"$122,550",$0,3 yrs 0 mth 
"Després, Philippe; Longtin, Jean; BERAUD, Guillaume; Déziel, Pierre-Luc",Université Laval,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,"Prédire l'évolution de l'hépatite C par la fédération de données et l'intelligence artificielle : enjeux éthiques, juridiques, sociaux et de vie privée","$156,330",$0,3 yrs 0 mth 
"Dhanvantari, Savita; Luyt, Leonard G",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Hybrid Molecular Imaging in the Diagnosis of Heart Disease,"$223,308",$0,3 yrs 0 mth 
"Diller, Eric D; Goldenberg, Andrew A; Drake, James M",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Multimodal Sensing and Actuation Mechanisms for Intra-Ventricular Neurosurgery Robotic Tools,"$251,940","$10,500",3 yrs 0 mth 
"Dos Santos, Claudia C; Fox-Robichaud, Alison E; Veres, Teodor",Unity Health Toronto,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Epigenetic PowerBlade - DNA Precision Marks for Critical Illness,"$392,250","$24,000",3 yrs 0 mth 
"Drake, James M; Cheng, Hai-Ling M; Sivaloganathan, Sivabal",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Temperature measurement in cortical bone and bone marrow during magnetic resonance guided focused ultrasound thermo-therapy in a porcine model,"$302,342",$0,3 yrs 0 mth 
"Du, Caigan; Brooks, Donald E; Kizhakkedathu, Jayachandran N; Macleod, Kathleen M; Nguan, Christopher",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Hyperbranched polyglycerol-based colloid preservation solutions: Toward clinical applications,"$310,627",$0,3 yrs 0 mth 
"Dumont, Guy A",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,"The Phone Oximeter: A simple, mobile device for respiratory disease management in the community","$216,408",$0,3 yrs 0 mth 
"Dumont, Guy A; Ansermino, John M",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Closed-Loop Control of Anesthesia,"$309,194",$0,3 yrs 0 mth 
"Dunn, Jeff F; Barlow, Karen M",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Application of functional near-infrared imaging as a biomarker of injury and recovery in mild traumatic brain injury and concussion,"$249,682",$0,3 yrs 0 mth 
"Dutz, Jan P; Hafeli, Urs O; Kollmann, Tobias R; Stoeber, Boris",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Transcutaneous microsphere vaccine technology,"$300,000",$0,3 yrs 0 mth 
"Eizenman, Moshe",University of Toronto,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Objective assessment of visual acuity in pre-verbal subjects,"$176,798",$0,3 yrs 0 mth 
"El-Geneidy, Ahmed; Ugnat, Anne-Marie; Kestens, Yan",McGill University,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,"Impacts of the new Réseau Express Métropolitain (REM) on mobility, health and equity: A pre-post intervention study","$650,504","$22,000",3 yrs 0 mth 
"Ellis, Christopher G; Poepping, Tamie",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Noninvasive Functional Biomarker for Early Detection and Continuous Monitoring of Microvascular Dysfunction,"$319,446",$0,3 yrs 0 mth 
"Ellis, Randy E","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Kinematics-Based Navigation for Reconstructive Hip Surgery,"$159,435",$0,3 yrs 0 mth 
"Eng, Janice J; Menon, Carlo",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Wearable sensors to promote arm and hand function after stroke,"$208,671",$0,3 yrs 0 mth 
"Eng, Janice J; Yao, Jennifer K; Servati, Peyman",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Instrumented i-GRASP for the assessment and treatment of upper extremity function after neurological injury,"$268,658",$0,3 yrs 0 mth 
"Falk, Bareket; Cheung, Stephen",Brock University (Ontario),Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,"Pressure Sore Risk Management in Children with Cerebral Palsy: Local and Whole Body Thermoregulation Strategies, Material Interface and Care Protocols","$292,623",$0,3 yrs 0 mth 
"Fedida, David; Wadsworth, Samuel; Walus, Konrad",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel 3D bioprinted human cardiac tissue models for drug safety and efficacy testing.,"$381,750",$0,3 yrs 0 mth 
"Fels, Sidney S",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Model-based prediction of mastication and swallowing outcomes for head and neck surgery,"$255,500",$0,3 yrs 0 mth 
"Fichtinger, Gabor; Rudan, John F","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Mobile Image Overlay System (MIOS) for Musculoskeletal Needle Placement Guidance,"$138,013",$0,3 yrs 0 mth 
"Fichtinger, Gabor; Borschneck, Daniel; Jaeger, Melanie","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Perk Tutor: Ultrasound-guided Needle Placement Training Platform,"$336,940",$0,3 yrs 0 mth 
"Fichtinger, Gabor; Engel, Cecil J","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Real-time Breast Cancer Surgery Navigation,"$194,419",$0,3 yrs 0 mth 
"Fichtinger, Gabor; Morris, Michael R; Berman, David M; Engel, Cecil J; Mousavi, Parvin; Takats, Zoltan","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Robotically assisted real-time metabolomic navigation of breast conserving surgery,"$337,724","$13,988",3 yrs 0 mth 
"Figeys, Daniel",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic platforms coupled to mass spectrometry for the quantitative analysis of circulating convertases and substrates,"$275,000",$0,3 yrs 0 mth 
"Fine, Alan; Hill, Ian G; Trappenberg, Thomas P",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Lensless microscopy for rapid portable hematology diagnostics at the point of care,"$431,955",$0,3 yrs 0 mth 
"Finlay, Warren H",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Realistic lung deposition models and measurements (REALiSM^2),"$272,274",$0,3 yrs 0 mth 
"Fittipaldi, Nahuel V; Unger, Sharon; Doyen, Alain",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Refining processes to maximize the provision of donor human milk rich in nutrients and bioactive components: An integrated multidisciplinary approach at a human milk bank serving critically-ill neonates.,"$246,233","$10,900",3 yrs 0 mth 
"Fox-Robichaud, Alison E; Selvaganapathy, Ponnambalam R",McMaster University,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Point of Care Device for Rapid Quantification of Cell-Free DNA  with Application in Severe Sepsis,"$240,400",$0,3 yrs 0 mth 
"Frampton, John P; Moore, Kieran M; Hatchette, Todd F",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a near-care diagnostic test for Lyme disease,"$460,441","$31,265",3 yrs 0 mth 
"Freed, Darren H; Nobes, David S",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an ex vivo heart perfusion system for pre-transplant preservation and evaluation of donor hearts,"$315,794",$0,3 yrs 0 mth 
"Fusch, Christoph; Selvaganapathy, Ponnambalam R",McMaster University,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a pumpless lung assist device which acts like an artificial placenta for neonates with respiratory failure.,"$273,358",$0,3 yrs 0 mth 
"Gaillet, Bruno; Tremblay, Jacques P",Université Laval,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Élaboration d'un procédé de production de cellules thérapeutiques autologues destiné au traitement de la Dystrophie musculaire de Duchenne,"$225,592",$0,3 yrs 0 mth 
"Gates, Byron D; Bally, Marcel B; Yapp, Donald T","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Simultaneous chemotherapy and radiation treatment in solid tumours: A new platform to promote synergy and therapeutic efficacy with radiation triggered drug release,"$283,503",$0,3 yrs 0 mth 
"Genov, Roman; Perez Velazquez, Jose L; Valiante, Taufik A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Patient-Specific Adaptive Closed-Loop Neurostimulation for Optimum Treatment of Intractable Epilepsy,"$232,200",$0,3 yrs 0 mth 
"Genov, Roman",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Fully implantable wireless multi-electrode ECoG monitoring system,"$210,000",$0,3 yrs 0 mth 
"Genov, Roman; Weinroth, Aaron; Valiante, Taufik A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Personalized Contingent Neurostimulation for Epilepsy by Machine Learning in Organic Brain Interfaces,"$360,000","$15,000",3 yrs 0 mth 
"Ghahary, Aziz",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Development and Application of Nanofibres Releasing Anti-Fibrogenic Factors for treating Dermal Fibrosis,"$246,168",$0,3 yrs 0 mth 
"Ghahary, Aziz; Edwards, Marc; Ko, Frank K",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Therapeutic Use of Micro-Sponge Embedded Nutritional Liquid Scaffold for Treatment of Non-Healing Wounds,"$381,244","$15,000",3 yrs 0 mth 
"Giroux, Sylvain; Bier, Nathalie",Université de Sherbrooke,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Milieu d'hébergement intelligent pour la clientèle ayant une déficience physique avec prédominance cognitive : de l'implantation à l'évaluation,"$302,184",$0,3 yrs 0 mth 
"Godin, Michel; Courtman, David W; Davis, Darryl R; Harden, James L",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Cocooning Therapeutic Cells,"$261,805",$0,3 yrs 0 mth 
"Godin, Michel; Courtman, David W; Davis, Darryl R; Stewart, Duncan J",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Enhancing cell therapies using microfluidic encapsulation strategies,"$480,060","$13,960",3 yrs 0 mth 
"Goldenberg, Andrew A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,MRI-Guided Focal Ablation of Prostate Cancerous Tissue,"$187,500",$0,3 yrs 0 mth 
"Graham, Thomas C","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,CP Cycle to Fun,"$292,989",$0,3 yrs 0 mth 
"Grandbois, Michel",Université de Sherbrooke,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Label-free Monitoring of Cellular Signals by Surface Plasmon Resonance,"$202,090",$0,3 yrs 0 mth 
"Griffith, May C; Munger, Réjean J; Boutopoulos, Christos; Robert, Marie-Claude",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,The Liquid Cornea as an alternative to corneal transplantation: Pathway to Clinical trials,"$306,789","$14,300",3 yrs 0 mth 
"Grynpas, Marc D; Willett, Thomas",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Irradiation-Sterilized Skeletal Allografts with Superior Biomechanical Performance through Collaborative Multidisciplinary Translational Research,"$255,330",$0,3 yrs 0 mth 
"Gulak, Glenn; Navarre, William W",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,A Wireless CMOS Device for Rapid Point-of-Care Diagnosis of Bacterial Infections and Antibiotic Susceptibility Profiling,"$677,527",$0,3 yrs 0 mth 
"Guttman, David S; Coburn, Bryan A; Hwang, David M; Shapiro, Jesse",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Next-Generation Antimicrobial Diagnostics: Speed and Precision via Whole Genome Sequencing,"$632,425",$0,3 yrs 0 mth 
"Hafeli, Urs O",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Second generation liver tumour radioembolization with biodegradable monosized Re-188 micrspheres,"$284,364",$0,3 yrs 0 mth 
"Hafeli, Urs O",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Microneedle-Based Painless Drug Monitoring System in Interstitial Fluid,"$187,007",$0,3 yrs 0 mth 
"Haibe-Kains, Benjamin; Goldenberg, Anna",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Precision medicine in breast cancer: from the computer to the clinic,"$375,350",$0,3 yrs 0 mth 
"Hamilton, Douglas W; Bagley, David; Rizkalla, Amin S",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel technologies for engineering closure of non-healing skin wounds,"$348,985",$0,3 yrs 0 mth 
"Hansen, Carl L; Rossi, Fabio M; Underhill, Michael",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic technology platform for selection of functional monoclonal antibodies with application to fibrosis,"$442,500",$0,3 yrs 0 mth 
"Hansen, Carl L",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,The development of single cell microfluidic technologies for analysis of microRNA expression and epigenetic state with application to hematopoietic stem cells,"$758,367",$0,3 yrs 0 mth 
"Harden, James L",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Anti-microbial scaffold materials for cutaneous wound healing,"$273,128",$0,3 yrs 0 mth 
"Harvey, Edward J; Henderson, Janet E",McGill University,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,IMPLANTABLE MICRO-DEVICE to MONITOR MUSCLE COMPARTMENT PRESSURE in TRAUMA VICTIMS,"$180,569",$0,3 yrs 0 mth 
"Hatzopoulou, Marianne; Goldberg, Mark S; Joseph, Lawrence; Weichenthal, Scott A",McGill University,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Exploring the Development of Biologically-Weighted Multi-Pollutant Exposure Surfaces for the Evaluation of Air Pollution Health Effects,"$301,589",$0,3 yrs 0 mth 
"Hatzopoulou, Marianne",McGill University,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Reconciling the promotion of active transportation and personal exposure to traffic-related air pollution in Canadian urban areas,"$225,623",$0,3 yrs 0 mth 
"Hemmerling, Thomas M",McGill University,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,McSleepy - the first completely automatic anesthesia delivery system,"$199,571",$0,3 yrs 0 mth 
"Herzog, Walter",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Muscle rehabilitation of cerebral palsy patients recieving botulinum toxin type-A (Botox) treatments,"$281,362",$0,3 yrs 0 mth 
"Hinz, Boris",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,High-throughput screening of cell contraction for applications in regenerative medicine and drug testing,"$287,484",$0,3 yrs 0 mth 
"Hoare, Todd R; Mishra, Ram K; Wan, Yonghong",McMaster University,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Engineering Starch-Based Nanoparticles and Nanoparticle Clusters for Improving Local Drug Delivery to Tumour Cores and the Brain,"$240,625",$0,3 yrs 0 mth 
"Hoare, Todd R; Moquin, Paul H; Ask, Kjetil; Coombes, Brian K",McMaster University,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Designing Highly Porous Drug-Impregnated Polymer Scaffolds Using Pressurized Gas Expanded Liquids for the Treatment of Lung Fibrosis and Wound Infections,"$327,657","$7,500",3 yrs 0 mth 
"Hodgson, Antony J; Guy, Pierre",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,"Using Three-Dimensional Ultrasound to Improve Diagnosis, Guide Surgery and Reduce Radiation in Orthopaedic Trauma and Pediatric Orthopaedics","$213,832",$0,3 yrs 0 mth 
"Hore, Dennis K; Stanwick, Richard; Storey, Margaret-Anne; Wallace, Bruce B",University of Victoria (British Columbia),Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Integrating a low-barrier drug checking platform into public health responses to overdose,"$283,950","$25,000",3 yrs 0 mth 
"Jakeman, David L",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,"Structural, enzymatic and cellular mechanism of action studies on new jadomycins","$241,600",$0,3 yrs 0 mth 
"Jardine, Andrew K",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Risk factors and optimization model for breast cancer screening,"$205,819",$0,3 yrs 0 mth 
"Johnson, James A; Athwal, George S; Eagleson, Roy A; Ferreira, Louis M; Lebel, Marie-Eve; Patel, Rajnikant V; Polouchine, Ilia; Tutunea-Fatan, Remus O",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Virtual Training Simulator to Model Shoulder Replacement Surgery,"$253,000",$0,3 yrs 0 mth 
"Johnsrude, Ingrid S; Cook, Douglas J; Munoz, Douglas P; Pike, G. Bruce; Ptito, Alain","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Quantitative functional magnetic resonance imaging for the management of brain injuries,"$400,007",$0,3 yrs 0 mth 
"Juncker, David; Mihalcioiu, Catalin; Omeroglu, ATILLA; Veres, Teodor",McGill University,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Multidimensional separation isolation and characterization of circulating tumour cells,"$343,124",$0,3 yrs 0 mth 
"Juncker, David",McGill University,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Rapid detection of MRSA and identification of strain using an autonomous microfluidic chip with bacteriophages,"$173,500",$0,3 yrs 0 mth 
"Kadoury, Samuel; Roberge, David; Leblond, Frederic; Menard, Cynthia; Trudel, Dominique",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Image-Guided Molecular Optical Spectroscopy for Tumor-Targeted Prostate Cancer Interventions,"$201,422","$71,937",3 yrs 0 mth 
"Kamen, Amine; Li, Xuguang",McGill University,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Acceleration and Intensification of Cell Culture-Produced Influenza Vaccines for Rapid Response to Pandemic Situation,"$371,615",$0,3 yrs 0 mth 
"Kandel, Rita A; Schubert, Carl; Toyserkani, Ehsan",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Biological Finger Joint Replacement,"$299,503",$0,3 yrs 0 mth 
"Karsan, Aly; Marra, Marco A",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an automated end-to-end next generation sequencing assay to detect all classes of genetic variant in a single diagnostic test,"$453,152",$0,3 yrs 0 mth 
"Kearney, Robert E; Rabasa-Lhoret, Rémi",McGill University,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Developing and clinically testing a learning algorithm that optimizes the performance of the artificial pancreas,"$218,863",$0,3 yrs 0 mth 
"Kelley, Shana O; Allan, Alison L; Irish, Jonathan C",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Analysis of Circulating Tumor Cell Heterogeneity Using a Multi-Marker Microscale Capture Approach as a tool in the Management and Treatment of Cancer,"$344,850",$0,3 yrs 0 mth 
"Kelley, Shana O; Keshavjee, Shaf",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Rapid gene expression and protein profiling for transplantation medicine,"$282,900",$0,3 yrs 0 mth 
"Kelley, Shana O; Zandstra, Peter W; Sargent, Edward H",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of integrated bioanalyte sensors for process monitoring in closed system bioreactors,"$419,100",$0,3 yrs 0 mth 
"Kennedy, Timothy E; Lennox, Robert B",McGill University,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Bio-integrated fully implantable peripheral nerve electrode for functional upper limb prostheses,"$247,080",$0,3 yrs 0 mth 
"Kermode, Allison R","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Formulation and efficacy of a corn-derived phenylalanine ammonia-lyase for the treatment of phenylketonuria (PKU) and hyperphenylalaninemias,"$282,360",$0,3 yrs 0 mth 
"Khan, Kamran; Arino, Julien",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,"Protecting Canadian Health, Security, and Prosperity through the Novel Integration of Global Epidemic Surveillance and Risk Modelling Technologies","$161,227",$0,2 yrs 0 mth 
"Kizhakkedathu, Jayachandran N; Hancock, Robert Ernest W; Lange, Dirk",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Universal Antibiofilm Coating Solutions for Ureteral Stents,"$393,404",$0,3 yrs 0 mth 
"Kizhakkedathu, Jayachandran N",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Novel antimircrobial and biofilm resistant coatings for urological and blood storage devices,"$323,547",$0,3 yrs 0 mth 
"Kizhakkedathu, Jayachandran N; Levy, Isra; Brooks, Donald E; Devine, Dana V",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Platelet Storage Devices for Safe and Efficient Transfusion,"$361,850",$0,3 yrs 0 mth 
"Klein, Raymond M",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Novel technologies for cognitive repair,"$212,735",$0,3 yrs 0 mth 
"Kolios, Michael C; Czarnota, Gregory J",Toronto Metropolitan University,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development of treatment planning platform for ultrasound stimulated microbubble therapy,"$416,060",$0,3 yrs 0 mth 
